Dhori ,Dhori thogotovirus,Thogotovirus,Orthomyxoviridae,DHOV,14/03/1961,ssRNA(-),enveloped,tbc,10616,tick-borne-virus,Hyalomma dromedarii,tbc,CNS,unk,unk,unk,5,sporadic,"India, Egypt, Russia, Portugal",tbc,yes,unk,unk,3,tbc,3
Douglas ,Sathuperi orthobunyavirus,Orthobunyavirus,Peribunyaviridae,DOUV,23/06/1978,ssRNA(-),enveloped,tbc,12044,midge-borne disease,Culicoides brevitarsis,tbc,unk,unk,yes,unk,unk,unk,Australia,tbc,yes,unk,unk,<4,tbc,3
Drežnica,Drežnica virus,Flavivirus,Flaviviridae,-,/09/2018,ssRNA(+),enveloped,tbc,155,mosquito-borne-virus,Phlebotomus sp,tbc,unk,unk,unk,unk,unk,unk,?,tbc,unk,unk,unk,unk,tbc,unk
Drin Virus,Drin virus,Phlebovirus,Phenuiviridae,-,07/07/1905,ssRNA(-),enveloped,tbc,1735,sandfly-borne-virus,unk,tbc,unk,unk,unk,unk,unk,unk,?,tbc,no,unk,unk,unk,tbc,unk
Dugbe ,Dugbe orthonairovirus,Orthonairovirus,Nairoviridae,DUGV,14/10/1964,ssRNA(-),enveloped,tbc,18859,tick-borne-virus,Amblyomma variegatum,tbc,febrile illness,unk,unk,unk,6,sporadic,"Nigeria,Central African Republic, Uganda, Senegal, Ethiopia ",tbc,yes,unk,unk,unk,tbc,3
"Durania  ",Durania phlebovirus,Phlebovirus,Phenuiviridae,DRNV,13/07/1986,ssRNA(-),enveloped,tbc,12399,sandfly-borne-virus,Lutzomyia sp.,tbc,unk,unk,unk,unk,unk,unk,Colombia,tbc,?,?,?,?,tbc,2
"Durham  ",Durham tupavirus,Tupavirus,Rhabdoviridae,DURV,08/11/2005,ssRNA(-),enveloped,tbc,11092,unk,unk,tbc,unk,unk,unk,unk,unk,unk,USA,tbc,?,?,?,?,tbc,unk
Eastern equine encephalomyelitis ,Eastern equine encephalitis virus,Alphavirus,Togaviridae,EEEV,01/08/1933,ssRNA(+),enveloped,tbc,11675,mosquito-borne-virus,Culiseta melanura,tbc,CNS,yes,yes,yes,many,endemic,America,tbc,yes,unk,unk,2,tbc,2
Ebinur Lake,Ebinur Lake virus,Orthobunyavirus,Peribunyaviridae,EBIV,20/06/2013,ssRNA(-),enveloped,tbc,12194,mosquito-borne-virus,unk,tbc,unk,unk,unk,unk,unk,unk,Alashankou and the Fifth Division of Xinjiang,tbc,Yes,Yes,Yes,unk,tbc,unk
"Echarate  ",Echarate phlebovirus,Phlebovirus,Phenuiviridae,ECHV,20/06/1905,ssRNA(-),enveloped,tbc,12516,unk,unk,tbc,febrile illness,unk,unk,unk,?,sporadic,Peru,tbc,?,?,?,?,tbc,unk
Edge Hill ,Edge Hill virus,Flavivirus,Flaviviridae,EHV,29/03/1969,ssRNA(+),enveloped,tbc,10206,mosquito-borne-virus,Ochlerotatus vigilax,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,yes,unk,unk,15,tbc,2
Ekpoma virus 1,Ekpoma 1 tibrovirus,Tibrovirus,Rhabdoviridae,EKV-1,01/10/2011,ssRNA(-),enveloped,tbc,12659,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Nigeria,tbc,?,?,?,?,tbc,unk
Ekpoma virus 2,Ekpoma 2 tibrovirus,Tibrovirus,Rhabdoviridae,EKV-2,01/10/2011,ssRNA(-),enveloped,tbc,12674,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Nigeria,tbc,?,?,?,?,tbc,unk
"El Huayo  ",Caraparu orthobunyavirus,Orthobunyavirus,Peribunyaviridae,EHUV,2002/2003,ssRNA(-),enveloped,tbc,11710,mosquito-borne-virus,Culex portesi,tbc,unk,unk,unk,unk,unk,unk,Peru,tbc,?,?,?,?,tbc,unk
"Ellidaey  ",Great Island virus,Orbivirus,Reoviridae,ELLV,?,dsRNA,non-enveloped,tbc,unk,tick-borne-virus,Ixodes uriae,tbc,unk,unk,unk,unk,unk,unk,Ireland,tbc,?,?,?,?,tbc,unk
Enseada ,Enseada orthobunyavirus,Orthobunyavirus,Peribunyaviridae,ENSV,03/08/1976,ssRNA(-),enveloped,tbc,12726,mosquito-borne-virus,Culex taeniopus,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,unk,3,tbc,3
Entebbe bat ,Entebbe bat virus,Flavivirus,Flaviviridae,ENTV,04/07/1957,ssRNA(+),enveloped,tbc,10510,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Uganda,tbc,yes,unk,unk,16,tbc,3
Epizootic Hemorrhagic Disease of Deer ,Epizootic hemorrhagic disease virus,Orbivirus,Reoviridae,EHDV,06/09/1955,dsRNA,non-enveloped,tbc,19405,midge-borne disease,Culicoides spp.,tbc,unk,unk,yes,yes,unk,outbreak,"USA, Canada",tbc,no,unk,unk,unk,tbc,2
Equine encephalosis 1,Equine encephalosis virus,Orbivirus,Reoviridae,EEV-1,13/03/1967,dsRNA,non-enveloped,tbc,19993,midge-borne disease,Culicoides imicola,tbc,unk,unk,yes,yes,unk,endemic,South Africa,tbc,?,?,?,?,tbc,unk
"Eretmapodites  ",Nyando orthobunyavirus,Orthobunyavirus,Peribunyaviridae,ERETV,16/05/1905,ssRNA(-),enveloped,tbc,unk,mosquito-borne-virus,Eretmapodites sp.,tbc,unk,unk,unk,unk,unk,unk,Ethiopia,tbc,?,?,?,?,tbc,unk
Erve ,Thiafora orthonairovirus,Orthonairovirus,Nairoviridae,ERVEV,05/05/1982,ssRNA(-),enveloped,tbc,17907,unk,unk,tbc,unk,unk,unk,unk,unk,unk,France,tbc,yes,yes,3-5,no,tbc,2
"Essaouira  ",Chenuda virus,Orbivirus,Reoviridae,ESSV,01/06/1905,dsRNA,non-enveloped,tbc,unk,tick-borne-virus,Ornithodoros maritimus,tbc,unk,unk,unk,unk,unk,unk,Marocco,tbc,?,?,?,?,tbc,unk
Estero Real ,Estero Real orthonairovirus,Orthonairovirus,Nairoviridae,ERV,26/04/1980,ssRNA(-),enveloped,tbc,17934,tick-borne-virus,Ornithodoros tadaridae,tbc,unk,unk,unk,unk,unk,unk,Cuba,tbc,yes,unk,2,unk,tbc,3
Eubenangee ,Eubenangee virus,Orbivirus,Reoviridae,EUBV,16/10/1963,dsRNA,non-enveloped,tbc,19304,mosquito-borne-virus,Culex annulirostris,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,yes,unk,no,unk,tbc,2
Everglades ,Everglades virus,Alphavirus,Togaviridae,EVEV,31/05/1953,ssRNA(+),enveloped,tbc,11395,mosquito-borne-virus,Culex sp.,tbc,CNS,unk,unk,unk,3,sporadic,USA,tbc,yes,unk,unk,unk,tbc,3
Eyach ,Eyach virus,Coltivirus,Reoviridae,EYAV,13/05/1972,dsRNA,non-enveloped,tbc,29210,tick-borne-virus,Ixodes ricinus,tbc,unk,unk,unk,unk,unk,unk,"Germany, France",tbc,yes,unk,unk,7-9,tbc,1-1
"Facey’s paddock  ",Faceys paddock orthobunyavirus,Orthobunyavirus,Peribunyaviridae,FPV,01/02/1974,ssRNA(-),enveloped,tbc,12289,mosquito-borne-virus,?,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,?,?,?,?,tbc,unk
"Farallon  ",Hughes orthonairovirus,Orthonairovirus,Nairoviridae,FARV,01/07/1965,ssRNA(-),enveloped,tbc,18481,tick-borne-virus,Ornithodoros sp.,tbc,unk,unk,unk,unk,unk,unk,USA,tbc,?,?,?,?,tbc,unk
"Fermo  ",Naples phlebovirus,Phlebovirus,Phenuiviridae,FERV,/09/2012,ssRNA(-),enveloped,tbc,258,sandfly-borne-virus,Phlebotomus perfiliewi,tbc,unk,unk,unk,unk,unk,unk,Italy,tbc,?,?,?,?,tbc,unk
"Fikirini  ",Fikirini ledantevirus,Ledantevirus,Rhabdoviridae,FKRV,03/07/1905,ssRNA(-),enveloped,tbc,11139,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Kenya,tbc,yes,unk,yes,yes,tbc,unk
"Fin V 707  ",Uukuniemi uukuvirus,Uukuvirus,Phenuiviridae,FINV,28/05/1905,ssRNA(-),enveloped,tbc,11044,tick-borne-virus,Ixodes uriae,tbc,unk,unk,unk,unk,unk,unk,Norway,tbc,?,?,?,?,tbc,unk
"Fitzroy River  ",unclassified flavivirus,Flavivirus,Flaviviridae,FRV,03/04/2011,ssRNA(+),enveloped,tbc,10807,mosquito-borne-virus,Ochlerotatus normanensis,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,?,?,?,?,tbc,unk
Flanders ,Flanders hapavirus,Hapavirus,Rhabdoviridae,FLAV,08/08/1961,ssRNA(-),enveloped,tbc,13038,mosquito-borne-virus,Culex territans,tbc,unk,unk,unk,unk,unk,unk,"USA, Canada",tbc,yes,unk,3,unk,tbc,2
Fomede ,Chobar Gorge virus,Orbivirus,Reoviridae,FOMV,22/09/1978,dsRNA,non-enveloped,tbc,17277,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Guinea,tbc,yes,unk,2,unk,tbc,2
Forecariah ,unclassified bandavirus,Bandavirus,Phenuiviridae,FORV,23/02/1983,ssRNA(-),enveloped,tbc,11511,tick-borne-virus,Rhipicephalus geigyi,tbc,unk,unk,unk,unk,unk,unk,Guinea,tbc,yes,unk,4,6,tbc,2
Fort Morgan ,Fort Morgan virus,Alphavirus,Togaviridae,FMV,26/09/1973,ssRNA(+),enveloped,tbc,11381,bug-borne-virus,Oeciacus vicarius,tbc,unk,unk,unk,unk,unk,unk,USA,tbc,yes,yes,2-3,2-3,tbc,1-1
Fort Sherman ,Fort Sherman orthobunyavirus,Orthobunyavirus,Peribunyaviridae,FSV,13/06/1985,ssRNA(-),enveloped,tbc,12294,unk,unk,tbc,febrile illness,unk,unk,unk,1,sporadic,"Panama ",tbc,yes,yes,3,4,tbc,2
"Foula  ",Great Island virus,Orbivirus,Reoviridae,FOUV,02/06/1905,dsRNA,non-enveloped,tbc,unk,tick-borne-virus,Ixodes uriae,tbc,unk,unk,unk,unk,unk,unk,Scotland,tbc,?,?,?,?,tbc,unk
Frijoles ,Frijoles phlebovirus,Phlebovirus,Phenuiviridae,FRIV,24/11/1969,ssRNA(-),enveloped,tbc,1806,sandfly-borne-virus,Lutzomyia sp.,tbc,unk,unk,unk,unk,unk,unk,"Panama ",tbc,yes,unk,4-5,6,tbc,2
Fukuoka,Fukuoka ledantevirus,Ledantevirus,Rhabdoviridae,FUKV,04/06/1905,ssRNA(-),enveloped,tbc,10863,midge-borne disease,Culicoides puncutatus,tbc,unk,unk,yes,unk,unk,unk,Japan,tbc,?,?,?,?,tbc,unk
Gabek Forest ,Gabek Forest virus,Phlebovirus,Phenuiviridae,GFV,17/04/1961,ssRNA(-),enveloped,tbc,12663,unk,unk,tbc,unk,unk,unk,unk,unk,unk,"Sudan, Nigeria, Senegal, Dahomey, Central African Republic",tbc,yes,unk,3,5-6,tbc,1-1
Gadgets Gully ,Gadgets Gully virus,Flavivirus,Flaviviridae,GGYV,20/12/1976,ssRNA(+),enveloped,tbc,10251,tick-borne-virus,Ixodes uriae,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,yes,unk,no,unk,tbc,2
Galibi,unk,unk,unk,-,08/02/1983,unk,unk,tbc,unk,unk,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
Gamboa ,Gamboa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,GAMV,20/12/1962,ssRNA(-),enveloped,tbc,13006,mosquito-borne-virus,Aedeomyia squamipennis,tbc,unk,unk,unk,unk,unk,unk,"Panama, Suriname",tbc,yes,unk,2-4,4-6,tbc,1-1
Gan Gan ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,GGV,22/04/1970,ssRNA(-),enveloped,tbc,3599,mosquito-borne-virus,Ochlerotatus vigilax,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,yes,unk,unk,7,tbc,2
Ganjam ,unclassified orthonairovirus,Orthonairovirus,Nairoviridae,GANV,06/11/1954,ssRNA(-),enveloped,tbc,18362,tick-borne-virus,Haemaphysalis intermedia,tbc,febrile illness,unk,yes,unk,2,sporadic,India,tbc,yes,yes,unk,6,tbc,unk
Garissa,Ngari virus,Orthobunyavirus,Peribunyaviridae,NRIV,?,ssRNA(-),enveloped,tbc,2051,unk,unk,tbc,hemorrhagic fever,unk,unk,unk,unk,unk,Kenya,tbc,unk,unk,unk,unk,tbc,unk
"Geran  ",Qalyub orthonairovirus,Orthonairovirus,Nairoviridae,GERV,12/09/1985,ssRNA(-),enveloped,tbc,18045,tick-borne-virus,Ornithodoros verrucosus,tbc,unk,unk,unk,unk,unk,unk,Azerbaijan,tbc,?,?,?,?,tbc,unk
Germiston ,Bunyamwera orthobunyavirus,Orthobunyavirus,Peribunyaviridae,GERV,02/04/1958,ssRNA(-),enveloped,tbc,5514,mosquito-borne-virus,Culex rubinotus,tbc,febrile illness,unk,unk,unk,3,sporadic,"South Africa, Zimbabwe, Uganda, Mozambique, Kenya",tbc,yes,unk,unk,3,tbc,3
Getah ,Getah virus,Alphavirus,Togaviridae,GETV,17/10/1955,ssRNA(+),enveloped,tbc,11597,mosquito-borne-virus,Culex spp.,tbc,unk,unk,yes,yes,unk,outbreak,"Malaysia, Japan, Australia, Cambodia, Philippines ",tbc,yes,yes,unk,unk,tbc,3
Gomoka ,unclassified orbivirus,Orbivirus,Reoviridae,GOMV,01/05/1970,dsRNA,non-enveloped,tbc,unk,mosquito-borne-virus,Anopheles paludis,tbc,unk,unk,unk,unk,unk,unk,Central African Republic,tbc,unk,unk,unk,unk,tbc,2
Gordil ,Gordil phlebovirus,Phlebovirus,Phenuiviridae,GORV,20/02/1971,ssRNA(-),enveloped,tbc,11758,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Central African Republic,tbc,unk,unk,unk,unk,tbc,3
Gorotire,unclassified orbivirus,Orbivirus,Reoviridae,-,06/09/1988,dsRNA,non-enveloped,tbc,unk,sandfly-borne-virus,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
Gossas ,unclassified orthonairovirus,Orthonairovirus,Nairoviridae,GOSV,19/11/1964,ssRNA(-),enveloped,tbc,20126,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Senegal,tbc,yes,unk,no,4,tbc,2
"Granada  ",Naples phlebovirus,Phlebovirus,Phenuiviridae,GRV = GRAV,26/06/1905,ssRNA(-),enveloped,tbc,12102,sandfly-borne-virus,Phlebotominae spp,tbc,unk,unk,unk,unk,unk,unk,Spain,tbc,?,?,?,?,tbc,unk
Grand Arbaud ,Grand Arbaud uukuvirus,Uukuvirus,Phenuiviridae,GAV,15/01/1966,ssRNA(-),enveloped,tbc,11497,tick-borne-virus,Argas reflexus,tbc,unk,unk,unk,unk,unk,unk,France,tbc,unk,unk,unk,unk,tbc,2
Gray Lodge ,Gray Lodge hapavirus,Hapavirus,Rhabdoviridae,GLOV,04/08/1971,ssRNA(-),enveloped,tbc,12403,mosquito-borne-virus,Culex tarsalis,tbc,unk,unk,unk,unk,unk,unk,USA,tbc,yes,yes,3,3,tbc,3
Great Island ,Great Island virus,Orbivirus,Reoviridae,GIV,27/06/1971,dsRNA,non-enveloped,tbc,17858,tick-borne-virus,Ixodes uriae,tbc,unk,unk,unk,unk,unk,unk,Canada,tbc,yes,unk,unk,3,tbc,2
"Great Saltee  ",Hughes orthonairovirus,Orthonairovirus,Nairoviridae,GRSV,25/05/1905,ssRNA(-),enveloped,tbc,18537,tick-borne-virus,Ornithodoros maritimus,tbc,unk,unk,unk,unk,unk,unk,Ireland,tbc,?,?,?,?,tbc,2
"Great Saltee Island  ",Great Island virus,Orbivirus,Reoviridae,GSIV,25/05/1905,dsRNA,non-enveloped,tbc,unk,tick-borne-virus,Ornithodoros maritimus,tbc,unk,unk,unk,unk,unk,unk,Ireland,tbc,?,?,?,?,tbc,unk
"Grimsey  ",Great Island virus,Orbivirus,Reoviridae,GSYV,?,dsRNA,non-enveloped,tbc,unk,unk,?,tbc,unk,unk,unk,unk,unk,unk,Iceland,tbc,?,?,?,?,tbc,unk
Grotenhou,Grotenhout virus,Orthonairovirus,Nairoviridae,-,01/06/2009,ssRNA(-),enveloped,tbc,18426,tick-borne-virus,unk,tbc,unk,unk,unk,unk,unk,unk,?,tbc,unk,unk,unk,unk,tbc,unk
"Guaico Culex  ",unclassified flavivirus,Flavivirus,Flaviviridae,GCXV,26/11/2008,ssRNA(+),enveloped,tbc,10732,mosquito-borne-virus,Culex declarator,tbc,unk,unk,unk,unk,unk,unk,Trinidad and Tobago,tbc,?,?,?,?,tbc,unk
Guajara ,Guajara orthobunyavirus,Orthobunyavirus,Peribunyaviridae,GJAV,18/03/1959,ssRNA(-),enveloped,tbc,12095,mosquito-borne-virus,Culex spp.,tbc,unk,unk,unk,unk,unk,unk,"Brazil, Panama",tbc,yes,unk,unk,9,tbc,2
Guama ,Guama orthobunyavirus,Orthobunyavirus,Peribunyaviridae,GMAV,03/03/1955,ssRNA(-),enveloped,tbc,12123,unk,unk,tbc,febrile illness,unk,unk,unk,7,sporadic,Brazil,tbc,yes,unk,unk,5,tbc,2
Guaratuba ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,GTRV,27/02/1969,ssRNA(-),enveloped,tbc,unk,mosquito-borne-virus,Ochlerotatus serratus,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,unk,unk,tbc,3
Guaroa ,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,GROV,11/05/1956,ssRNA(-),enveloped,tbc,12265,unk,unk,tbc,febrile illness,unk,unk,unk,7,sporadic,"Colombia, Brazil, Panama",tbc,yes,unk,unk,unk,tbc,2
"Guertu  ",Guertu bandavirus,Bandavirus,Phenuiviridae,GTV,01/05/2013,ssRNA(-),enveloped,tbc,11481,tick-borne-virus,Dermacentor nuttalli,tbc,unk,unk,unk,unk,unk,unk,China,tbc,?,?,?,?,tbc,unk
Gumbo Limbo ,Marituba orthobunyavirus,Orthobunyavirus,Peribunyaviridae,GLV,24/07/1963,ssRNA(-),enveloped,tbc,11750,mosquito-borne-virus,Culex sp.,tbc,unk,unk,unk,unk,unk,unk,USA,tbc,no,unk,unk,unk,tbc,2
Gurupi ,unclassified orbivirus,Orbivirus,Reoviridae,GURV,15/09/1961,dsRNA,non-enveloped,tbc,19560,sandfly-borne-virus,Lutzomyia sp.,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,2,unk,tbc,3
"Gweru  ",Palyam virus,Orbivirus,Reoviridae,GWV,29/05/1905,dsRNA,non-enveloped,tbc,unk,unk,unk,tbc,unk,unk,yes,unk,unk,unk,Zimbabwe,tbc,?,?,?,?,tbc,unk
"Hainan black-spectacled toad ",Hainan sripuvirus,Sripuvirus,Rhabdoviridae,HnBSTRV,?,ssRNA(-),enveloped,tbc,11110,unk,unk,tbc,unk,unk,unk,unk,unk,unk,China,tbc,?,?,?,?,tbc,unk
Hanzalova ,unclassified flavivirus,Flavivirus,Flaviviridae,HANV,22/04/1948,ssRNA(+),enveloped,tbc,unk,tick-borne-virus,Ixodes ricinus,tbc,CNS,unk,unk,unk,1,sporadic,Czech Republic,tbc,unk,unk,unk,unk,tbc,4
Hart Park ,Hart Park hapavirus,Hapavirus,Rhabdoviridae,HPV,05/08/1955,ssRNA(-),enveloped,tbc,13104,mosquito-borne-virus,Culex tarsalis,tbc,unk,unk,unk,unk,unk,unk,USA,tbc,yes,yes,no,4,tbc,2
Hayes Yard,Hayes Yard virus,"Ephemerovirus ",Rhabdoviridae,HYV,25/02/2000,ssRNA(-),enveloped,tbc,15.025,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,unk,Yes,unk,unk,tbc,unk
Hazara ,Hazara orthonairovirus,Orthonairovirus,Nairoviridae,HAZV,20/07/1964,ssRNA(-),enveloped,tbc,18232,tick-borne-virus,Ixodes redikorzevi,tbc,unk,unk,unk,unk,unk,unk,Pakistan,tbc,no,unk,unk,unk,tbc,2
"Heartland  ",Heartland bandavirus,Bandavirus,Phenuiviridae,HRTV,19/06/2009,ssRNA(-),enveloped,tbc,11567,tick-borne-virus,Amblyomma americanum,tbc,hemorrhagic fever,yes,unk,unk,>50,sporadic,USA,tbc,?,?,?,?,tbc,unk
High Island,High Island virus,Orbivirus,Reoviridae,HISLV,25/07/2013,dsRNA,non-enveloped,tbc,13705,mosquito-borne-virus,Psorophora ciliate,tbc,unk,unk,unk,unk,unk,unk,?,tbc,unk,Yes,unk,unk,tbc,unk
Highlands J ,Highlands J virus,Alphavirus,Togaviridae,HJV,17/06/1960,ssRNA(+),enveloped,tbc,11526,mosquito-borne-virus,Culiseta melanura,tbc,unk,unk,unk,unk,unk,unk,USA,tbc,yes,unk,unk,4-5,tbc,1-1
"Holmes Jungle  ",Holmes hapavirus,Hapavirus,Rhabdoviridae,HOJV,09/06/1905,ssRNA(-),enveloped,tbc,13168,mosquito-borne-virus,Culex annulirostris,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,?,?,?,?,tbc,unk
Huacho ,unclassified orbivirus,Orbivirus,Reoviridae,HUAV,14/10/1967,dsRNA,non-enveloped,tbc,unk,tick-borne-virus,Ornithodoros amblus,tbc,unk,unk,unk,unk,unk,unk,Peru,tbc,yes,unk,unk,unk,tbc,2
Huángpí tick 1,Tamdy orthonairovirus,Orthonairovirus,Nairoviridae,HpTV-1,05/07/1905,ssRNA(-),enveloped,tbc,18467,tick-borne-virus,Haemaphysalis doenitzi,tbc,unk,unk,unk,unk,unk,unk,China,tbc,?,?,?,?,tbc,unk
Huángpí tick 2,Huangpi uukuvirus,Uukuvirus,Phenuiviridae,HpTV-2,04/07/1905,ssRNA(-),enveloped,tbc,11718,tick-borne-virus,Haemaphysalis doenitzi,tbc,unk,unk,unk,unk,unk,unk,China,tbc,?,?,?,?,tbc,unk
Hughes ,Hughes orthonairovirus,Orthonairovirus,Nairoviridae,HUGV,01/01/1962,ssRNA(-),enveloped,tbc,unk,tick-borne-virus,Ornithodoros capensis,tbc,unk,unk,unk,unk,unk,unk,"USA,Trinidad and Tobago, Mexico",tbc,yes,unk,unk,6,tbc,2
Hypr ,Tick-borne encephalitis virus,Flavivirus,Flaviviridae,HYPRV,?,ssRNA(+),enveloped,tbc,10835,tick-borne-virus,Ixodes ricinus,tbc,CNS,yes,unk,unk,100-1000,sporadic,"Czech Republic,Hungary, Poland, Austria, Bulgaria, Sweden, Finland",tbc,no,unk,unk,unk,tbc,4
Iaco ,Iaco orthobunyavirus,Orthobunyavirus,Peribunyaviridae,IACOV,14/06/1976,ssRNA(-),enveloped,tbc,12730,mosquito-borne-virus,Wyeomyia sp.,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,4,5,tbc,3
Ibaraki ,Epizootic hemorrhagic disease virus,Orbivirus,Reoviridae,IBAV,20/09/1959,dsRNA,non-enveloped,tbc,8283,unk,unk,tbc,unk,unk,yes,yes,unk,outbreak,"Japan, Indonesia,Taiwan",tbc,no,unk,unk,unk,tbc,3
Icoaraci ,Icoaraci phlebovirus,Phlebovirus,Phenuiviridae,ICOV,14/10/1960,ssRNA(-),enveloped,tbc,12725,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,unk,8,tbc,2
Ieri ,unclassified orbivirus,Orbivirus,Reoviridae,IERIV,28/07/1955,dsRNA,non-enveloped,tbc,unk,mosquito-borne-virus,Psorophora ferox,tbc,unk,unk,unk,unk,unk,unk,"Trinidad and Tobago, Brazil",tbc,no,unk,unk,unk,tbc,2
Ife ,unclassified orbivirus,Orbivirus,Reoviridae,IFEV,07/04/1971,dsRNA,non-enveloped,tbc,17577,unk,unk,tbc,unk,unk,unk,unk,unk,unk,"Nigeria, Cameroon",tbc,yes,unk,4,6-7,tbc,2-1
"Iguape  ",Aroa virus,Flavivirus,Flaviviridae,IGUV,/11/1994,ssRNA(+),enveloped,tbc,10697,mosquito-borne-virus,Anopheles cruzii,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,2
Ilesha ,Ilesha orthobunyavirus,Orthobunyavirus,Peribunyaviridae,ILEV,26/04/1957,ssRNA(-),enveloped,tbc,12298,mosquito-borne-virus,Anopheles gambiae,tbc,febrile illness,unk,unk,unk,9,sporadic,"Nigeria, Uganda, Cameroon, Central African Republic, Senegal",tbc,yes,unk,unk,6,tbc,2
Ilheus ,Ilheus virus,Flavivirus,Flaviviridae,ILHV,10/03/1944,ssRNA(+),enveloped,tbc,10755,mosquito-borne-virus,Psorophora spp.,tbc,febrile illness,unk,unk,unk,10,sporadic,"Brazil, Trinidad and Togago, Colombia, Panama, Honduras, Guatamala, Argentina",tbc,unk,unk,unk,unk,tbc,2
Infirmatus,Infirmatus virus,Orthobunyavirus,Peribunyaviridae,INFV,22/04/2008,ssRNA(-),enveloped,tbc,12430,mosquito-borne-virus,Aedes infirmatus,tbc,unk,unk,unk,unk,unk,unk,?,tbc,yes,unk,yes,unk,tbc,unk
Ingwavuma ,Ingwavuma orthobunyavirus,Orthobunyavirus,Peribunyaviridae,INGV,15/05/1959,ssRNA(-),enveloped,tbc,12388,mosquito-borne-virus,Culex neavei,tbc,unk,unk,yes,unk,unk,unk,"South Africa, Nigeria, Central African Republic, India, Thailand, Cyprus ",tbc,yes,unk,unk,3,tbc,2
Inhangapi ,unclassified rhabdovirus,unk,Rhabdoviridae,INHV,27/11/1969,ssRNA(-),enveloped,tbc,12020,sandfly-borne-virus,Nyssomyia flaviscutellata,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,no,unk,tbc,3
Inini ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,INIV,09/09/1973,ssRNA(-),enveloped,tbc,unk,unk,unk,tbc,unk,unk,unk,unk,unk,unk,French Guiana,tbc,yes,unk,unk,4,tbc,3
Inkoo ,California encephalitis orthobunyavirus,Orthobunyavirus,Peribunyaviridae,INKV,27/07/1964,ssRNA(-),enveloped,tbc,12387,mosquito-borne-virus,Ochlerotatus communis,tbc,febrile illness,unk,unk,unk,?,endemic,Finland,tbc,no,yes,unk,unk,tbc,2
"Inner Farne  ",Great Island virus,Orbivirus,Reoviridae,INFV,?,dsRNA,non-enveloped,tbc,unk,unk,?,tbc,unk,unk,unk,unk,unk,unk,England,tbc,?,?,?,?,tbc,unk
Iopaka,unclassified orbivirus,Orbivirus,Reoviridae,-,30/10/1984,dsRNA,non-enveloped,tbc,unk,sandfly-borne-virus,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
Ipixaia,unclassified orbivirus,Orbivirus,Reoviridae,-,26/06/1986,dsRNA,non-enveloped,tbc,unk,sandfly-borne-virus,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
"Iquitos  ",Oropouche orthobunyavirus,Orthobunyavirus,Peribunyaviridae,IQTVd,21/06/1905,ssRNA(-),enveloped,tbc,12184,unk,unk,tbc,febrile illness,unk,unk,unk,1,sporadic,Peru,tbc,?,?,?,?,tbc,3
"Iriri  ",Iriri curiovirus,Curiovirus,Rhabdoviridae,IRIRV,18/02/1982,ssRNA(-),enveloped,tbc,13070,sandfly-borne-virus,Lutzomyia sp.,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,2
Irituia ,unclassified orbivirus,Orbivirus,Reoviridae,IRIV,29/03/1961,dsRNA,non-enveloped,tbc,19771,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,yes,unk,4,tbc,2
