Bertioga ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BERV,24/03/1962,ssRNA(-),enveloped,tbc,unk,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,unk,2,tbc,2
Bhanja ,Bhanja bandavirus,Bandavirus,Phenuiviridae,BHAV,18/12/1954,ssRNA(-),enveloped,tbc,11511,tick-borne-virus,Rhipicephalus decoloratus,tbc,febrile illness,unk,yes,unk,1,sporadic,"India, Italy, Nigeria, Cameroon, Senegal, Central African Republic, Russia, Bulgaria, Somalia",tbc,yes,unk,unk,unk,tbc,3
"Big Cypress ",Big Cypress virus,Orbivirus,Reoviridae,BCPOV,07/07/2014,dsRNA,non-enveloped,tbc,19879,mosquito-borne-virus,Psorophora columbia,tbc,unk,unk,unk,unk,unk,unk,?,tbc,unk,Yes,unk,unk,tbc,unk
Bimiti ,Bimiti orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BIMV,04/07/1955,ssRNA(-),enveloped,tbc,12102,mosquito-borne-virus,Culex spissipes,tbc,unk,unk,unk,unk,unk,unk,"Trinidad and Tobago, French Guiana, Suriname",tbc,yes,unk,unk,5,tbc,2
Birao ,Birao orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BIRV,01/09/1969,ssRNA(-),enveloped,tbc,12279,mosquito-borne-virus,Anopheles pharoensis,tbc,unk,unk,unk,unk,unk,unk,Central African Republic,tbc,unk,unk,unk,unk,tbc,2
"Bivens Arm  ",Tibrogargan tibrovirus,Tibrovirus,Rhabdoviridae,BAV,11/06/1905,ssRNA(-),enveloped,tbc,13296,midge-borne disease,Culicoides insignis,tbc,unk,unk,unk,unk,unk,unk,USA,tbc,?,?,?,?,tbc,unk
Bluetongue ,Bluetongue virus,Orbivirus,Reoviridae,BLUV,06/06/1901,dsRNA,non-enveloped,tbc,19176,midge-borne disease,Culicoides spp.,tbc,unk,unk,yes,yes,unk,endemic,Globally,tbc,unk,unk,unk,unk,tbc,2
Bobaya ,unk,unk,unk,BOBV,08/10/1971,ssRNA(-),enveloped,tbc,unk,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Central African Republic,tbc,unk,unk,unk,unk,tbc,3
Bobia ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BIAV,14/02/1969,ssRNA(-),enveloped,tbc,unk,mosquito-borne-virus,Lutzia tigripes,tbc,unk,unk,unk,unk,unk,unk,Central African Republic,tbc,yes,unk,no,no,tbc,3
Boraceia ,Anopheles B orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BORV,30/03/1962,ssRNA(-),enveloped,tbc,982,mosquito-borne-virus,Anopheles cruzii,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,3,2,tbc,2
Botambi ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BOTV,10/07/1968,ssRNA(-),enveloped,tbc,unk,mosquito-borne-virus,Culex guiarti,tbc,unk,unk,unk,unk,unk,unk,Central African Republic,tbc,unk,unk,unk,unk,tbc,2
Boteke ,Sandjimba virus,unk,Rhabdoviridae,BTKV,16/09/1968,ssRNA(-),enveloped,tbc,408,mosquito-borne-virus,Mansonia maculipennis,tbc,unk,unk,unk,unk,unk,unk,Central African Republic,tbc,unk,unk,unk,unk,tbc,2
Bouboui ,Bouboui virus,Flavivirus,Flaviviridae,BOUV,02/11/1967,ssRNA(+),enveloped,tbc,10173,mosquito-borne-virus,Aedes furcifer taylori,tbc,unk,unk,unk,unk,unk,unk,"Central African Republic, Senegal, Cameroon",tbc,no,unk,unk,unk,tbc,2
"Bourbon virus ",Bourbon virus,Thogotovirus,Orthomyxoviridae,BRBV,06/07/1905,ssRNA(-),enveloped,tbc,10267,tick-borne-virus,unk,tbc,febrile illness,Yes,unk,unk,unk,unk,USA,tbc,yes,unk,Yes,yes,tbc,unk
Bovine Ephemeral Fever ,Bovine fever ephemerovirus,Ephemerovirus,Rhabdoviridae,BEFV,05/02/1968,ssRNA(-),enveloped,tbc,14900,midge-borne disease,Culicoides spp.,tbc,unk,unk,yes,yes,unk,endemic,"Australia, Asia, Africa",tbc,unk,unk,unk,unk,tbc,3
Bozo ,Bozo orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BOZOV,19/11/1975,ssRNA(-),enveloped,tbc,12238,mosquito-borne-virus,Aedes africanus,tbc,unk,unk,unk,unk,unk,unk,Central African Republic,tbc,yes,unk,3,3,tbc,2
Brazoran,Brazoran virus,Orthobunyavirus,Peribunyaviridae,-,13/06/2012,ssRNA(-),enveloped,tbc,13242,mosquito-borne-virus,unk,tbc,unk,unk,unk,unk,unk,unk,unk,tbc,Yes,Yes,Yes,Yes,tbc,unk
"Bregalaka  ",Salehabad phlebovirus,Phlebovirus,Phenuiviridae,BREV,25/08/2015,ssRNA(-),enveloped,tbc,12369,sandfly-borne-virus,Phlebotomus perfiliewi,tbc,unk,unk,unk,unk,unk,unk,Macedonia,tbc,?,?,?,?,tbc,unk
Breu Branco,unclassified orbivirus,Orbivirus,Reoviridae,-,15/08/1988,dsRNA,non-enveloped,tbc,unk,mosquito-borne-virus,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
Breves,unclassified orbivirus,Orbivirus,Reoviridae,-,10/11/1993,dsRNA,non-enveloped,tbc,unk,unk,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
"Broadhaven  ",Great Island virus,Orbivirus,Reoviridae,BRDV,27/07/1975,dsRNA,non-enveloped,tbc,3372,tick-borne-virus,Ixodes uriae,tbc,unk,unk,unk,unk,unk,unk,Scotland,tbc,?,?,?,?,tbc,unk
"Bruconha  ",Caraparu orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BRUV,30/05/1905,ssRNA(-),enveloped,tbc,12725,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
"Brus Laguna  ",Gamboa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BLAV,20/05/1905,ssRNA(-),enveloped,tbc,unk,mosquito-borne-virus,Aedeomyia squamipennis,tbc,unk,unk,unk,unk,unk,unk,Honduras,tbc,?,?,?,?,tbc,unk
Buenaventura ,Buenaventura phlebovirus,Phlebovirus,Phenuiviridae,BUEV,01/09/1964,ssRNA(-),enveloped,tbc,12681,sandfly-borne-virus,Lutzomyia sp.,tbc,unk,unk,unk,unk,unk,unk,"Colombia, Panama",tbc,yes,unk,5,6,tbc,3
Bujaru ,Bujaru phlebovirus,Phlebovirus,Phenuiviridae,BUJV,26/10/1962,ssRNA(-),enveloped,tbc,13276,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,unk,3,tbc,2
Bukakata,Bukakata virus,Orbivirus,Reoviridae,BUKV,13/01/2013,dsRNA,non-enveloped,tbc,17256,tick-borne-virus,unk,tbc,unk,unk,unk,unk,unk,unk,,tbc,Yes,unk,Yes,Yes,tbc,unk
"Bukalasa bat  ",Bukalasa bat virus,Flavivirus,Flaviviridae,BBV,17/06/1905,ssRNA(+),enveloped,tbc,1011,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Saudi Arabia,tbc,?,?,?,?,tbc,unk
Bunyamwera ,Bunyamwera orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BUNV,01/09/1943,ssRNA(-),enveloped,tbc,12294,mosquito-borne-virus,Aedes sp.,tbc,febrile illness,unk,unk,unk,8,sporadic,"Uganda, Nigeria, Cameroun, Central African Republic, Kenya, Senegal ",tbc,yes,unk,unk,5,tbc,2
Bunyip Creek ,Palyam virus,Orbivirus,Reoviridae,BCV,05/03/1976,dsRNA,non-enveloped,tbc,3245,midge-borne disease,Culicoides brevitarsis,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,yes,unk,2,unk,tbc,2
"Burana  ",Tamdy orthonairovirus,Orthonairovirus,Nairoviridae,BURV,24/05/1905,ssRNA(-),enveloped,tbc,17427,tick-borne-virus,Haemaphysalis punctata,tbc,unk,unk,unk,unk,unk,unk,Kyrgyzstan,tbc,?,?,?,?,tbc,unk
Burg el Arab,Burg el Arab virus,unk,Rhabdoviridae,BEAV,15/10/1962,ssRNA(-),enveloped,tbc,10864,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Egypt,tbc,unk,unk,unk,unk,tbc,2
Bushbush ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BSBV,06/10/1959,ssRNA(-),enveloped,tbc,unk,mosquito-borne-virus,Culex accelerans,tbc,unk,unk,unk,unk,unk,unk,"Trinidad and Tobago, Brazil",tbc,yes,unk,unk,6,tbc,2
Bussuquara ,Aroa virus,Flavivirus,Flaviviridae,BSQV,02/03/1956,ssRNA(+),enveloped,tbc,10815,mosquito-borne-virus,Culex sp.,tbc,febrile illness,yes,unk,unk,1,sporadic,"Brazil, Colombia, Panama",tbc,yes,unk,unk,3,tbc,2
Buttonwillow ,Buttonwillow orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BUTV,17/04/1961,ssRNA(-),enveloped,tbc,12310,unk,unk,tbc,febrile illness,unk,unk,unk,16,sporadic,USA,tbc,yes,unk,3-5,3-5,tbc,1-1
Bwamba ,Bwamba orthobunyavirus,Orthobunyavirus,Peribunyaviridae,BWAV,15/12/1937,ssRNA(-),enveloped,tbc,12587,mosquito-borne-virus,Anopheles funestus,tbc,febrile illness,unk,unk,unk,20,sporadic,"Uganda, Nigeria, Central African Republic, Kenya",tbc,yes,unk,unk,5,tbc,2
Cabassou ,Cabassou virus,Alphavirus,Togaviridae,CABV,11/09/1968,ssRNA(+),enveloped,tbc,11385,mosquito-borne-virus,Culex portesi,tbc,unk,unk,unk,unk,unk,unk,French Guiana,tbc,yes,unk,unk,4,tbc,3
Cacao ,Cacao phlebovirus,Phlebovirus,Phenuiviridae,CACV,04/12/1970,ssRNA(-),enveloped,tbc,12515,sandfly-borne-virus,Nyssomyia trapidoi,tbc,unk,unk,unk,unk,unk,unk,"Panama ",tbc,yes,unk,3,6-7,tbc,1-1
Cache Valley ,Cache Valley orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CVV,16/08/1956,ssRNA(-),enveloped,tbc,12283,mosquito-borne-virus,Culiseta inornata,tbc,unk,unk,yes,unk,unk,unk,USA,tbc,yes,unk,unk,4,tbc,2
"Cachoeira Porteira  ",Cachoeira Porteira orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CPOV,30/05/1905,ssRNA(-),enveloped,tbc,12560,mosquito-borne-virus,Sabethes glaucadaemon,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
Cacipacore ,Cacipacore virus,Flavivirus,Flaviviridae,CPCV,28/07/1997,ssRNA(+),enveloped,tbc,10284,mosquito-borne-virus,Aedes aegypti,tbc,febrile illness,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,unk,8,tbc,3
Caimito ,unclassified Orthobunyavirus,Pacuvirus,Phenuiviridae,CAIV,21/01/1971,ssRNA(-),enveloped,tbc,12306,sandfly-borne-virus,Nyssomyia ylephiletor,tbc,unk,unk,unk,unk,unk,unk,"Panama ",tbc,yes,unk,5,6-7,tbc,1-1
Cajazeira,unk,unk,unk,-,08/04/1986,unk,unk,tbc,unk,unk,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
Calchaqui ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CQIV,20/12/1982,ssRNA(-),enveloped,tbc,12848,mosquito-borne-virus,Aedeomyia squamipennis,tbc,unk,unk,unk,unk,unk,unk,Argentina,tbc,yes,unk,unk,6,tbc,2
California encephalitis ,California encephalitis orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CEV,12/06/1943,ssRNA(-),enveloped,tbc,12466,mosquito-borne-virus,Ochlerotatus melanimon,tbc,CNS,unk,unk,unk,5,sporadic,"USA, Canada",tbc,yes,unk,3-4,3-4,tbc,1-1
Calovo ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CVOV,05/08/1960,ssRNA(-),enveloped,tbc,12253,mosquito-borne-virus,Anopheles maculipennis,tbc,unk,unk,unk,unk,unk,unk,"Slovakia, Austria, Russia, Sri Lanka",tbc,no,yes,unk,unk,tbc,2
"Campana  ",Campana phlebovirus,Phlebovirus,Phenuiviridae,CMAV,23/05/1905,ssRNA(-),enveloped,tbc,12531,sandfly-borne-virus,Lutzomyia sp.,tbc,unk,unk,unk,unk,unk,unk,Panama,tbc,?,?,?,?,tbc,unk
Cananeia ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CNAV,26/02/1976,ssRNA(-),enveloped,tbc,unk,mosquito-borne-virus,Culex sacchettae,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,3-4,3-4,tbc,2-1
Candiru ,Candiru phlebovirus,Phlebovirus,Phenuiviridae,CRUV,27/08/1960,ssRNA(-),enveloped,tbc,12495,unk,unk,tbc,febrile illness,unk,unk,unk,1,sporadic,Brazil,tbc,yes,unk,unk,3-4,tbc,1-1
Caninde ,unclassified orbivirus,Orbivirus,Reoviridae,CANV,15/03/1963,dsRNA,non-enveloped,tbc,unk,sandfly-borne-virus,Lutzomyia sp.,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,3,unk,tbc,3
Canoal,unclassified orbivirus,Orbivirus,Reoviridae,-,01/10/1984,dsRNA,non-enveloped,tbc,unk,sandfly-borne-virus,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
Cantá,unk,unk,unk,-,05/11/2000,unk,unk,tbc,unk,unk,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
Cape Wrath ,unclassified orbivirus,Orbivirus,Reoviridae,CWV,20/06/1973,dsRNA,non-enveloped,tbc,unk,tick-borne-virus,Ixodes uriae,tbc,unk,unk,unk,unk,unk,unk,Scotland,tbc,yes,unk,unk,3,tbc,2
Capim ,Capim orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CAPV,12/02/1958,ssRNA(-),enveloped,tbc,12061,mosquito-borne-virus,Culex sp.,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,unk,3,tbc,2
"Capira  ",Punta Toro phlebovirus,Phlebovirus,Phenuiviridae,CAPIV,23/05/1905,ssRNA(-),enveloped,tbc,11439,sandfly-borne-virus,Lutzomyia sp.,tbc,unk,unk,unk,unk,unk,unk,Panama,tbc,?,?,?,?,tbc,unk
"Caraipé  ",Anopheles A orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CPEV,01/10/1984,ssRNA(-),enveloped,tbc,unk,mosquito-borne-virus,Nyssorhynchus sp,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,2
Caraparu ,Caraparu orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CARV,15/02/1956,ssRNA(-),enveloped,tbc,12259,unk,unk,tbc,febrile illness,unk,unk,unk,10,sporadic,"Brazil,Panama, French Guiana, Suriname",tbc,yes,unk,unk,10,tbc,2
Carey Island ,Carey Island virus,Flavivirus,Flaviviridae,CIV,15/01/1970,ssRNA(+),enveloped,tbc,1011,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Malaysia,tbc,yes,unk,unk,unk,tbc,2
"Caspiy  ",Hughes orthonairovirus,Orthonairovirus,Nairoviridae,CASV,23/05/1905,ssRNA(-),enveloped,tbc,17523,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Azerbaijan,tbc,?,?,?,?,tbc,unk
"Cát Quế  ",Cat Que orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CQV,26/06/1905,ssRNA(-),enveloped,tbc,12390,mosquito-borne-virus,Culex sp.,tbc,unk,unk,unk,unk,unk,unk,Viet Nam,tbc,?,?,?,?,tbc,unk
Catetê,unclassified orbivirus,Orbivirus,Reoviridae,-,31/10/1989,dsRNA,non-enveloped,tbc,unk,sandfly-borne-virus,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
Catu ,Catu orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CATUV,07/02/1955,ssRNA(-),enveloped,tbc,12024,unk,unk,tbc,febrile illness,unk,unk,unk,9,sporadic,"Brazil,Trinidad, French Guiana",tbc,yes,unk,unk,6,tbc,2
Chaco ,Chaco sripuvirus,Sripuvirus,Rhabdoviridae,CHOV,08/05/1962,ssRNA(-),enveloped,tbc,11397,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,yes,unk,8,tbc,2
Chagres ,Chagres phlebovirus,Phlebovirus,Phenuiviridae,CHGV,18/07/1960,ssRNA(-),enveloped,tbc,12602,mosquito-borne-virus,Nyssomyia ylephiletor,tbc,febrile illness,unk,unk,unk,4,sporadic,"Panama ",tbc,yes,unk,3,8,tbc,2
Chandipura ,Chandipura vesiculovirus,Vesiculovirus,Rhabdoviridae,CHPV,10/06/1965,ssRNA(-),enveloped,tbc,11120,sandfly-borne-virus,Phlebotomus sp.,tbc,CNS,yes,unk,unk,many,endemic,"India, Nigeria",tbc,yes,unk,1,2,tbc,2
Changuinola ,Changuinola virus,Orbivirus,Reoviridae,CGLV,05/01/1960,dsRNA,non-enveloped,tbc,19771,sandfly-borne-virus,Lutzomyia sp.,tbc,febrile illness,unk,unk,unk,1,sporadic,"Panama ",tbc,yes,yes,unk,6,tbc,2
Charleville ,Almpiwar sripuvirus,Sripuvirus,Rhabdoviridae,CHVV,19/02/1969,ssRNA(-),enveloped,tbc,11434,sandfly-borne-virus,Phlebotomus spp,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,yes,yes,no,8-9,tbc,1-1
Chenuda ,Chenuda virus,Orbivirus,Reoviridae,CNUV,04/02/1954,dsRNA,non-enveloped,tbc,17910,tick-borne-virus,Argas hermanni,tbc,unk,unk,unk,unk,unk,unk,"Egypt, South Africa, Russia",tbc,yes,unk,unk,5,tbc,2
Chikungunya ,Chikungunya virus,Alphavirus,Togaviridae,CHIKV,22/02/1953,ssRNA(+),enveloped,tbc,11826,mosquito-borne-virus,Aedes albopictus,tbc,febrile illness,yes,unk,unk,millions,epidemic,Globally,tbc,unk,unk,unk,unk,tbc,3
Chilibre ,Chilibre phlebovirus,Pacuvirus,Phenuiviridae,CHIV,30/09/1969,ssRNA(-),enveloped,tbc,12543,sandfly-borne-virus,Lutzomyia sp.,tbc,unk,unk,unk,unk,unk,unk,"Panama ",tbc,yes,unk,6,10,tbc,2
Chim ,Chim orthonairovirus,Orthonairovirus,Nairoviridae,CHIMV,15/06/1971,ssRNA(-),enveloped,tbc,18510,tick-borne-virus,Rhipicephalus turanicus,tbc,unk,unk,unk,unk,unk,unk,Uzbekistan,tbc,no,unk,unk,unk,tbc,3
"Chizé  ",Uukuniemi uukuvirus,Uukuvirus,Phenuiviridae,CHZV,15/06/1905,ssRNA(-),enveloped,tbc,11376,tick-borne-virus,Ixodes frontalis,tbc,unk,unk,unk,unk,unk,unk,France,tbc,?,?,?,?,tbc,unk
Chobar Gorge ,Chobar Gorge virus,Orbivirus,Reoviridae,CGV,11/05/1970,dsRNA,non-enveloped,tbc,17899,tick-borne-virus,Ornithodoros spp.,tbc,unk,unk,unk,unk,unk,unk,Nepal,tbc,yes,yes,2,7,tbc,2
"Cholul  ",Cache Valley orthobunyavirus,Orthobunyavirus,Peribunyaviridae,CHLV,29/06/1905,ssRNA(-),enveloped,tbc,unk,mosquito-borne-virus,Ochlerotatus taeniorhynchus,tbc,unk,unk,unk,unk,unk,unk,Mexico,tbc,?,?,?,?,tbc,unk
Chuzan,Palyam virus,Orbivirus,Reoviridae,CHUZV,07/06/1905,dsRNA,non-enveloped,tbc,18915,midge-borne disease,Culicoides oxystoma,tbc,unk,unk,yes,yes,unk,outbreak,Japan,tbc,?,?,?,?,tbc,unk
Clo Mor ,Sakhalin orthonairovirus,Orthonairovirus,Nairoviridae,CMV,15/06/1973,ssRNA(-),enveloped,tbc,17833,tick-borne-virus,Ixodes uriae,tbc,unk,unk,unk,unk,unk,unk,Scotland,tbc,yes,unk,unk,8-10,tbc,1-1
Coari,unclassified orbivirus,Orbivirus,Reoviridae,-,30/09/1984,dsRNA,non-enveloped,tbc,unk,sandfly-borne-virus,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
Coastal Plains ,Coastal Plains tibrovirus,Tibrovirus,Rhabdoviridae,CPV,03/02/1981,ssRNA(-),enveloped,tbc,13203,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,yes,yes,2.3,7,tbc,2
Cocal ,Cocal vesiculovirus,Vesiculovirus,Rhabdoviridae,COCV,25/09/1961,ssRNA(-),enveloped,tbc,11003,tick-borne-virus,Gigantolaelaps sp,tbc,unk,unk,yes,unk,unk,unk,"Trinidad and Tobago, Brazil, Argentina",tbc,no,unk,unk,unk,tbc,3
"Coclé  ",Cocle phlebovirus,Phlebovirus,Phenuiviridae,CCLV,01/07/1905,ssRNA(-),enveloped,tbc,12731,unk,unk,tbc,febrile illness,unk,unk,unk,1,sporadic,Panama,tbc,?,?,?,?,tbc,unk
Codajás,unk,unk,unk,-,/04/1984,unk,unk,tbc,unk,mosquito-borne-virus,?,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,unk
"Colony  ",Great Island virus,Orbivirus,Reoviridae,COYV,?,dsRNA,non-enveloped,tbc,unk,unk,?,tbc,unk,unk,unk,unk,unk,unk,Scotland,tbc,?,?,?,?,tbc,unk
"Colony B North  ",Great Island virus,Orbivirus,Reoviridae,CBNV,?,dsRNA,non-enveloped,tbc,unk,unk,?,tbc,unk,unk,unk,unk,unk,unk,Scotland,tbc,?,?,?,?,tbc,unk
Colorado tick fever ,Colorado tick fever virus,Coltivirus,Reoviridae,CTFV,01/01/1943,dsRNA,non-enveloped,tbc,29174,tick-borne-virus,Dermacentor andersoni,tbc,febrile illness,unk,unk,unk,83,sporadic,"USA, Canada",tbc,yes,unk,unk,9,tbc,2
Congo ,unclassified orthonairovirus,Orthonairovirus,Nairoviridae,CONV,06/03/1956,ssRNA(-),enveloped,tbc,unk,tick-borne-virus,Rhipicephalus decoloratus,tbc,hemorrhagic fever,unk,unk,unk,many,unk,Congo,tbc,yes,yes,no,no,tbc,4
Connecticut ,unclassified rhabdovirus,unk,Rhabdoviridae,CNTV,22/08/1978,ssRNA(-),enveloped,tbc,108,tick-borne-virus,Ixodes dentatus,tbc,unk,unk,unk,unk,unk,unk,USA,tbc,yes,yes,unk,6,tbc,3
Corfou ,unclassified phlebovirus,Phlebovirus,Phenuiviridae,CFUV,30/08/1981,ssRNA(-),enveloped,tbc,12486,sandfly-borne-virus,Phlebotomus major,tbc,unk,unk,unk,unk,unk,unk,Greece,tbc,yes,unk,unk,5-6,tbc,1-1
Corriparta ,Corriparta virus,Orbivirus,Reoviridae,CORV,30/03/1960,dsRNA,non-enveloped,tbc,19093,mosquito-borne-virus,Culex annulirostris,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,yes,unk,unk,9,tbc,2
Cowbone Ridge ,Cowbone Ridge virus,Flavivirus,Flaviviridae,CRV,10/01/1965,ssRNA(+),enveloped,tbc,1011,unk,unk,tbc,unk,unk,unk,unk,unk,unk,USA,tbc,yes,unk,no,12,tbc,2
Crimean Hemorrhagic Fever ,Crimean-Congo hemorrhagic fever orthonairovirus,Orthonairovirus,Nairoviridae,CHFV,14/06/1967,ssRNA(-),enveloped,tbc,19146,tick-borne-virus,Hyalomma asiaticum,tbc,hemorrhagic fever,yes,unk,unk,many,endemic,"Africa, Asia, Europe",tbc,no,unk,unk,unk,tbc,4
Csiro Village ,Palyam virus,Orbivirus,Reoviridae,CVGV,20/11/1974,dsRNA,non-enveloped,tbc,670,midge-borne disease,Culicoides brevitarsis,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,yes,unk,2,unk,tbc,2
Cuiaba ,unclassified sripuvirus,Sripuvirus,Rhabdoviridae,CUIV,17/11/1972,ssRNA(-),enveloped,tbc,11705,unk,unk,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,yes,unk,9,no,tbc,2
"Curionopolis  ",Curionopolis curiovirus,Curiovirus,Rhabdoviridae,CURV,01/09/1985,ssRNA(-),enveloped,tbc,13170,midge-borne disease,Culicoides sp.,tbc,unk,unk,unk,unk,unk,unk,Brazil,tbc,?,?,?,?,tbc,2
Cygnet River,Cygnet River virus,unk,Orthomyxoviridae,CyRV,/05/2010,ssRNA(-),enveloped,tbc,874,unk,unk,tbc,unk,unk,yes,yes,unk,sporadic,?,tbc,yes,unk,yes,unk,tbc,unk
D'aguilar ,Palyam virus,Orbivirus,Reoviridae,DAGV,02/04/1968,dsRNA,non-enveloped,tbc,3871,midge-borne disease,Culicoides brevitarsis,tbc,unk,unk,unk,unk,unk,unk,Australia,tbc,no,unk,unk,unk,tbc,2
Dabakala ,unclassified orthobunyavirus,Orthobunyavirus,Peribunyaviridae,DABV,22/07/1982,ssRNA(-),enveloped,tbc,unk,mosquito-borne-virus,Culex guiarti,tbc,unk,unk,unk,unk,unk,unk,Ivory Coast,tbc,yes,unk,no,unk,tbc,2
Dakar bat ,Dakar bat virus,Flavivirus,Flaviviridae,DBV,09/04/1962,ssRNA(+),enveloped,tbc,1011,unk,unk,tbc,febrile illness,unk,unk,unk,2,sporadic,"Senegal, Nigeria, Uganda, Central African Republic, Madagascar",tbc,yes,unk,unk,7,tbc,2
"Dāshlī  ",Dashli phlebovirus,Phlebovirus,Phenuiviridae,DASV,06/07/2011,ssRNA(-),enveloped,tbc,12659,sandfly-borne-virus,Phlebotomus spp,tbc,unk,unk,unk,unk,unk,unk,Iran,tbc,?,?,?,?,tbc,unk
"deer tick  ",Powassan virus,Flavivirus,Flaviviridae,DTV,01/11/1995,ssRNA(+),enveloped,tbc,10800,tick-borne-virus,Ixodes scapularis,tbc,CNS,yes,unk,unk,2,sporadic,USA,tbc,?,?,?,?,tbc,3
Dengue 1 ,Dengue virus,Flavivirus,Flaviviridae,DEN1,20/02/1944,ssRNA(+),enveloped,tbc,10735,mosquito-borne-virus,Aedes aegypti,tbc,febrile illness,yes,unk,unk,millions,hyperendemic,Globally,tbc,unk,unk,unk,unk,tbc,2
Dengue 2 ,Dengue virus,Flavivirus,Flaviviridae,DENV2,30/04/1944,ssRNA(+),enveloped,tbc,10723,mosquito-borne-virus,Aedes aegypti,tbc,febrile illness,yes,unk,unk,millions,hyperendemic,Globally,tbc,unk,unk,unk,unk,tbc,2
Dengue 3 ,Dengue virus,Flavivirus,Flaviviridae,DENV3,21/08/1956,ssRNA(+),enveloped,tbc,10707,mosquito-borne-virus,Aedes aegypti,tbc,febrile illness,yes,unk,unk,millions,hyperendemic,Globally,tbc,unk,unk,unk,unk,tbc,2
Dengue 4 ,Dengue virus,Flavivirus,Flaviviridae,DENV4,28/08/1956,ssRNA(+),enveloped,tbc,10649,mosquito-borne-virus,Aedes aegypti,tbc,febrile illness,yes,unk,unk,millions,hyperendemic,Globally,tbc,unk,unk,unk,unk,tbc,2
Dera Ghazi Khan ,Dera Ghazi Khan orthonairovirus,Orthonairovirus,Nairoviridae,DGKV,04/04/1966,ssRNA(-),enveloped,tbc,18208,tick-borne-virus,Hyalomma dromedarii,tbc,unk,unk,unk,unk,unk,unk,Pakistan,tbc,unk,unk,unk,unk,tbc,2
